## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/seqs/trimmed/SRR3740288.sorted.bam --OUTPUT data/seqs/trimmed/SRR3740288_marked_duplicates.bam --METRICS_FILE data/seqs/trimmed/SRR3740288_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jun 03 18:40:49 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	87793	4220120	0	618251	9874	23133	0	0.006583	383527222

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	4173909	4173909
2.0	1.989057	23023	23023
3.0	2.96729	55	55
4.0	3.934819	0	0
5.0	4.89176	0	0
6.0	5.838229	0	0
7.0	6.77434	0	0
8.0	7.700208	0	0
9.0	8.615943	0	0
10.0	9.521658	0	0
11.0	10.417461	0	0
12.0	11.303462	0	0
13.0	12.179766	0	0
14.0	13.046482	0	0
15.0	13.903712	0	0
16.0	14.751562	0	0
17.0	15.590134	0	0
18.0	16.419529	0	0
19.0	17.239848	0	0
20.0	18.05119	0	0
21.0	18.853654	0	0
22.0	19.647336	0	0
23.0	20.432333	0	0
24.0	21.208739	0	0
25.0	21.976649	0	0
26.0	22.736156	0	0
27.0	23.487351	0	0
28.0	24.230326	0	0
29.0	24.965171	0	0
30.0	25.691974	0	0
31.0	26.410823	0	0
32.0	27.121806	0	0
33.0	27.825009	0	0
34.0	28.520516	0	0
35.0	29.208413	0	0
36.0	29.888781	0	0
37.0	30.561705	0	0
38.0	31.227264	0	0
39.0	31.88554	0	0
40.0	32.536613	0	0
41.0	33.18056	0	0
42.0	33.817461	0	0
43.0	34.447392	0	0
44.0	35.07043	0	0
45.0	35.68665	0	0
46.0	36.296127	0	0
47.0	36.898933	0	0
48.0	37.495144	0	0
49.0	38.08483	0	0
50.0	38.668062	0	0
51.0	39.244913	0	0
52.0	39.815451	0	0
53.0	40.379745	0	0
54.0	40.937865	0	0
55.0	41.489876	0	0
56.0	42.035847	0	0
57.0	42.575844	0	0
58.0	43.109931	0	0
59.0	43.638174	0	0
60.0	44.160636	0	0
61.0	44.67738	0	0
62.0	45.18847	0	0
63.0	45.693967	0	0
64.0	46.193932	0	0
65.0	46.688426	0	0
66.0	47.177508	0	0
67.0	47.661239	0	0
68.0	48.139676	0	0
69.0	48.612877	0	0
70.0	49.080901	0	0
71.0	49.543802	0	0
72.0	50.001638	0	0
73.0	50.454464	0	0
74.0	50.902334	0	0
75.0	51.345303	0	0
76.0	51.783425	0	0
77.0	52.216753	0	0
78.0	52.645338	0	0
79.0	53.069233	0	0
80.0	53.48849	0	0
81.0	53.903159	0	0
82.0	54.31329	0	0
83.0	54.718932	0	0
84.0	55.120136	0	0
85.0	55.51695	0	0
86.0	55.909421	0	0
87.0	56.297597	0	0
88.0	56.681525	0	0
89.0	57.061252	0	0
90.0	57.436823	0	0
91.0	57.808285	0	0
92.0	58.175682	0	0
93.0	58.539058	0	0
94.0	58.898457	0	0
95.0	59.253924	0	0
96.0	59.605501	0	0
97.0	59.95323	0	0
98.0	60.297155	0	0
99.0	60.637315	0	0
100.0	60.973753	0	0

