## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT SRR3740337.sorted.bam --OUTPUT SRR3740337_mark_dup.bam --METRICS_FILE SRR3740337_mark_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jun 14 10:31:08 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	117175	4317152	0	827161	12446	28704	0	0.007982	323214473

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	4259808	4259808
2.0	1.986732	28576	28576
3.0	2.960372	64	64
4.0	3.921093	0	0
5.0	4.869068	0	0
6.0	5.804464	0	0
7.0	6.72745	0	0
8.0	7.638189	0	0
9.0	8.536845	0	0
10.0	9.423577	0	0
11.0	10.298544	0	0
12.0	11.161902	0	0
13.0	12.013804	0	0
14.0	12.854404	0	0
15.0	13.68385	0	0
16.0	14.502291	0	0
17.0	15.309873	0	0
18.0	16.10674	0	0
19.0	16.893033	0	0
20.0	17.668895	0	0
21.0	18.434462	0	0
22.0	19.189871	0	0
23.0	19.935258	0	0
24.0	20.670754	0	0
25.0	21.396492	0	0
26.0	22.112601	0	0
27.0	22.819208	0	0
28.0	23.51644	0	0
29.0	24.204421	0	0
30.0	24.883274	0	0
31.0	25.55312	0	0
32.0	26.214078	0	0
33.0	26.866267	0	0
34.0	27.509802	0	0
35.0	28.144799	0	0
36.0	28.77137	0	0
37.0	29.389628	0	0
38.0	29.999683	0	0
39.0	30.601644	0	0
40.0	31.195617	0	0
41.0	31.78171	0	0
42.0	32.360027	0	0
43.0	32.93067	0	0
44.0	33.493742	0	0
45.0	34.049343	0	0
46.0	34.597572	0	0
47.0	35.138528	0	0
48.0	35.672306	0	0
49.0	36.199001	0	0
50.0	36.718709	0	0
51.0	37.23152	0	0
52.0	37.737528	0	0
53.0	38.236822	0	0
54.0	38.729491	0	0
55.0	39.215624	0	0
56.0	39.695306	0	0
57.0	40.168624	0	0
58.0	40.635662	0	0
59.0	41.096503	0	0
60.0	41.55123	0	0
61.0	41.999924	0	0
62.0	42.442664	0	0
63.0	42.879529	0	0
64.0	43.310599	0	0
65.0	43.735948	0	0
66.0	44.155655	0	0
67.0	44.569792	0	0
68.0	44.978435	0	0
69.0	45.381656	0	0
70.0	45.779526	0	0
71.0	46.172118	0	0
72.0	46.559501	0	0
73.0	46.941744	0	0
74.0	47.318916	0	0
75.0	47.691083	0	0
76.0	48.058312	0	0
77.0	48.420668	0	0
78.0	48.778217	0	0
79.0	49.131022	0	0
80.0	49.479146	0	0
81.0	49.82265	0	0
82.0	50.161598	0	0
83.0	50.496048	0	0
84.0	50.82606	0	0
85.0	51.151694	0	0
86.0	51.473007	0	0
87.0	51.790057	0	0
88.0	52.1029	0	0
89.0	52.411593	0	0
90.0	52.71619	0	0
91.0	53.016745	0	0
92.0	53.313313	0	0
93.0	53.605945	0	0
94.0	53.894695	0	0
95.0	54.179614	0	0
96.0	54.460752	0	0
97.0	54.738161	0	0
98.0	55.011888	0	0
99.0	55.281984	0	0
100.0	55.548496	0	0

