## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/seqs/trimmed/SRR3740265.sorted.bam --OUTPUT data/seqs/trimmed/SRR3740265_marked_duplicates.bam --METRICS_FILE data/seqs/trimmed/SRR3740265_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jun 03 17:22:56 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	166821	4747674	0	1149457	20776	33372	0	0.009058	336129958

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	4680998	4680998
2.0	1.985975	33236	33236
3.0	2.958121	68	68
4.0	3.916633	0	0
5.0	4.861701	0	0
6.0	5.793514	0	0
7.0	6.712259	0	0
8.0	7.618118	0	0
9.0	8.511272	0	0
10.0	9.3919	0	0
11.0	10.260176	0	0
12.0	11.116275	0	0
13.0	11.960366	0	0
14.0	12.792619	0	0
15.0	13.6132	0	0
16.0	14.422271	0	0
17.0	15.219996	0	0
18.0	16.006532	0	0
19.0	16.782036	0	0
20.0	17.546664	0	0
21.0	18.300568	0	0
22.0	19.043898	0	0
23.0	19.776803	0	0
24.0	20.499429	0	0
25.0	21.211919	0	0
26.0	21.914417	0	0
27.0	22.607062	0	0
28.0	23.289993	0	0
29.0	23.963345	0	0
30.0	24.627254	0	0
31.0	25.281851	0	0
32.0	25.927267	0	0
33.0	26.563631	0	0
34.0	27.19107	0	0
35.0	27.809708	0	0
36.0	28.419671	0	0
37.0	29.021078	0	0
38.0	29.614051	0	0
39.0	30.198707	0	0
40.0	30.775163	0	0
41.0	31.343534	0	0
42.0	31.903933	0	0
43.0	32.456473	0	0
44.0	33.001263	0	0
45.0	33.538413	0	0
46.0	34.068029	0	0
47.0	34.590217	0	0
48.0	35.105081	0	0
49.0	35.612724	0	0
50.0	36.113247	0	0
51.0	36.60675	0	0
52.0	37.093332	0	0
53.0	37.573089	0	0
54.0	38.046117	0	0
55.0	38.512512	0	0
56.0	38.972365	0	0
57.0	39.425768	0	0
58.0	39.872812	0	0
59.0	40.313587	0	0
60.0	40.748179	0	0
61.0	41.176676	0	0
62.0	41.599164	0	0
63.0	42.015726	0	0
64.0	42.426445	0	0
65.0	42.831404	0	0
66.0	43.230684	0	0
67.0	43.624363	0	0
68.0	44.012521	0	0
69.0	44.395235	0	0
70.0	44.772581	0	0
71.0	45.144635	0	0
72.0	45.511471	0	0
73.0	45.873162	0	0
74.0	46.22978	0	0
75.0	46.581397	0	0
76.0	46.928082	0	0
77.0	47.269904	0	0
78.0	47.606933	0	0
79.0	47.939234	0	0
80.0	48.266875	0	0
81.0	48.589921	0	0
82.0	48.908436	0	0
83.0	49.222483	0	0
84.0	49.532126	0	0
85.0	49.837427	0	0
86.0	50.138445	0	0
87.0	50.435241	0	0
88.0	50.727875	0	0
89.0	51.016405	0	0
90.0	51.300888	0	0
91.0	51.581381	0	0
92.0	51.85794	0	0
93.0	52.13062	0	0
94.0	52.399475	0	0
95.0	52.66456	0	0
96.0	52.925928	0	0
97.0	53.183629	0	0
98.0	53.437716	0	0
99.0	53.688239	0	0
100.0	53.935249	0	0

