## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/seqs/trimmed/SRR3740270.sorted.bam --OUTPUT data/seqs/trimmed/SRR3740270_marked_duplicates.bam --METRICS_FILE data/seqs/trimmed/SRR3740270_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jun 03 17:34:55 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	101311	3935832	0	733211	9932	23062	0	0.007031	334537380

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	3889771	3889771
2.0	1.988304	22936	22936
3.0	2.965049	63	63
4.0	3.930369	0	0
5.0	4.884399	0	0
6.0	5.827271	0	0
7.0	6.759115	0	0
8.0	7.68006	0	0
9.0	8.590234	0	0
10.0	9.489762	0	0
11.0	10.378769	0	0
12.0	11.257378	0	0
13.0	12.125711	0	0
14.0	12.983888	0	0
15.0	13.832028	0	0
16.0	14.670247	0	0
17.0	15.498663	0	0
18.0	16.31739	0	0
19.0	17.126541	0	0
20.0	17.926228	0	0
21.0	18.716561	0	0
22.0	19.497651	0	0
23.0	20.269606	0	0
24.0	21.032531	0	0
25.0	21.786533	0	0
26.0	22.531717	0	0
27.0	23.268184	0	0
28.0	23.996038	0	0
29.0	24.715379	0	0
30.0	25.426306	0	0
31.0	26.128919	0	0
32.0	26.823313	0	0
33.0	27.509586	0	0
34.0	28.187832	0	0
35.0	28.858146	0	0
36.0	29.520619	0	0
37.0	30.175344	0	0
38.0	30.822411	0	0
39.0	31.46191	0	0
40.0	32.09393	0	0
41.0	32.718557	0	0
42.0	33.335879	0	0
43.0	33.945981	0	0
44.0	34.548946	0	0
45.0	35.14486	0	0
46.0	35.733803	0	0
47.0	36.315858	0	0
48.0	36.891106	0	0
49.0	37.459625	0	0
50.0	38.021495	0	0
51.0	38.576793	0	0
52.0	39.125597	0	0
53.0	39.667981	0	0
54.0	40.204022	0	0
55.0	40.733793	0	0
56.0	41.257368	0	0
57.0	41.77482	0	0
58.0	42.286219	0	0
59.0	42.791637	0	0
60.0	43.291143	0	0
61.0	43.784807	0	0
62.0	44.272697	0	0
63.0	44.754881	0	0
64.0	45.231425	0	0
65.0	45.702395	0	0
66.0	46.167857	0	0
67.0	46.627875	0	0
68.0	47.082513	0	0
69.0	47.531833	0	0
70.0	47.975897	0	0
71.0	48.414768	0	0
72.0	48.848506	0	0
73.0	49.277171	0	0
74.0	49.700822	0	0
75.0	50.119518	0	0
76.0	50.533317	0	0
77.0	50.942277	0	0
78.0	51.346452	0	0
79.0	51.745901	0	0
80.0	52.140678	0	0
81.0	52.530837	0	0
82.0	52.916433	0	0
83.0	53.297519	0	0
84.0	53.674148	0	0
85.0	54.046372	0	0
86.0	54.414242	0	0
87.0	54.77781	0	0
88.0	55.137125	0	0
89.0	55.492238	0	0
90.0	55.843197	0	0
91.0	56.190052	0	0
92.0	56.53285	0	0
93.0	56.871638	0	0
94.0	57.206464	0	0
95.0	57.537373	0	0
96.0	57.864413	0	0
97.0	58.187627	0	0
98.0	58.507061	0	0
99.0	58.822759	0	0
100.0	59.134764	0	0

