## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT SRR3740349.sorted.bam --OUTPUT SRR3740349_mark_dup.bam --METRICS_FILE SRR3740349_mark_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jun 14 10:55:57 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	94137	3856271	0	615321	8920	30587	0	0.008979	241803496

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	3795159	3795159
2.0	1.984179	30463	30463
3.0	2.952786	62	62
4.0	3.906069	0	0
5.0	4.844269	0	0
6.0	5.767625	0	0
7.0	6.676373	0	0
8.0	7.570743	0	0
9.0	8.450963	0	0
10.0	9.317256	0	0
11.0	10.169844	0	0
12.0	11.008942	0	0
13.0	11.834765	0	0
14.0	12.647521	0	0
15.0	13.447419	0	0
16.0	14.234661	0	0
17.0	15.009448	0	0
18.0	15.771977	0	0
19.0	16.522441	0	0
20.0	17.261032	0	0
21.0	17.987937	0	0
22.0	18.703342	0	0
23.0	19.407428	0	0
24.0	20.100374	0	0
25.0	20.782357	0	0
26.0	21.45355	0	0
27.0	22.114123	0	0
28.0	22.764245	0	0
29.0	23.404082	0	0
30.0	24.033795	0	0
31.0	24.653545	0	0
32.0	25.26349	0	0
33.0	25.863785	0	0
34.0	26.454582	0	0
35.0	27.036032	0	0
36.0	27.608283	0	0
37.0	28.17148	0	0
38.0	28.725766	0	0
39.0	29.271282	0	0
40.0	29.808168	0	0
41.0	30.336559	0	0
42.0	30.85659	0	0
43.0	31.368394	0	0
44.0	31.8721	0	0
45.0	32.367837	0	0
46.0	32.855731	0	0
47.0	33.335905	0	0
48.0	33.808483	0	0
49.0	34.273583	0	0
50.0	34.731325	0	0
51.0	35.181825	0	0
52.0	35.625197	0	0
53.0	36.061554	0	0
54.0	36.491008	0	0
55.0	36.913667	0	0
56.0	37.329639	0	0
57.0	37.73903	0	0
58.0	38.141943	0	0
59.0	38.538482	0	0
60.0	38.928747	0	0
61.0	39.312837	0	0
62.0	39.690851	0	0
63.0	40.062884	0	0
64.0	40.429031	0	0
65.0	40.789384	0	0
66.0	41.144037	0	0
67.0	41.493078	0	0
68.0	41.836597	0	0
69.0	42.174681	0	0
70.0	42.507416	0	0
71.0	42.834887	0	0
72.0	43.157176	0	0
73.0	43.474367	0	0
74.0	43.786539	0	0
75.0	44.093772	0	0
76.0	44.396144	0	0
77.0	44.693733	0	0
78.0	44.986613	0	0
79.0	45.274859	0	0
80.0	45.558544	0	0
81.0	45.837742	0	0
82.0	46.112522	0	0
83.0	46.382955	0	0
84.0	46.649109	0	0
85.0	46.911052	0	0
86.0	47.16885	0	0
87.0	47.42257	0	0
88.0	47.672276	0	0
89.0	47.918031	0	0
90.0	48.159898	0	0
91.0	48.397938	0	0
92.0	48.632212	0	0
93.0	48.86278	0	0
94.0	49.089699	0	0
95.0	49.313029	0	0
96.0	49.532825	0	0
97.0	49.749143	0	0
98.0	49.962039	0	0
99.0	50.171567	0	0
100.0	50.377779	0	0

