## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/seqs/trimmed/SRR3740278.sorted.bam --OUTPUT data/seqs/trimmed/SRR3740278_marked_duplicates.bam --METRICS_FILE data/seqs/trimmed/SRR3740278_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jun 03 18:10:50 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	208731	7195120	0	1380415	34345	49604	0	0.009148	519429275

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	7096020	7096020
2.0	1.986244	49388	49388
3.0	2.95892	108	108
4.0	3.918216	0	0
5.0	4.864315	0	0
6.0	5.797399	0	0
7.0	6.717647	0	0
8.0	7.625236	0	0
9.0	8.52034	0	0
10.0	9.40313	0	0
11.0	10.273776	0	0
12.0	11.132445	0	0
13.0	11.979302	0	0
14.0	12.814509	0	0
15.0	13.638226	0	0
16.0	14.450612	0	0
17.0	15.251823	0	0
18.0	16.042011	0	0
19.0	16.82133	0	0
20.0	17.589928	0	0
21.0	18.347952	0	0
22.0	19.095549	0	0
23.0	19.832862	0	0
24.0	20.560031	0	0
25.0	21.277198	0	0
26.0	21.984499	0	0
27.0	22.682069	0	0
28.0	23.370044	0	0
29.0	24.048555	0	0
30.0	24.717731	0	0
31.0	25.377702	0	0
32.0	26.028595	0	0
33.0	26.670533	0	0
34.0	27.30364	0	0
35.0	27.928039	0	0
36.0	28.543847	0	0
37.0	29.151185	0	0
38.0	29.750167	0	0
39.0	30.34091	0	0
40.0	30.923526	0	0
41.0	31.498127	0	0
42.0	32.064824	0	0
43.0	32.623725	0	0
44.0	33.174937	0	0
45.0	33.718567	0	0
46.0	34.254718	0	0
47.0	34.783494	0	0
48.0	35.304996	0	0
49.0	35.819324	0	0
50.0	36.326576	0	0
51.0	36.82685	0	0
52.0	37.320243	0	0
53.0	37.806848	0	0
54.0	38.286759	0	0
55.0	38.760068	0	0
56.0	39.226866	0	0
57.0	39.687243	0	0
58.0	40.141286	0	0
59.0	40.589083	0	0
60.0	41.030721	0	0
61.0	41.466283	0	0
62.0	41.895853	0	0
63.0	42.319513	0	0
64.0	42.737346	0	0
65.0	43.149431	0	0
66.0	43.555847	0	0
67.0	43.956672	0	0
68.0	44.351983	0	0
69.0	44.741856	0	0
70.0	45.126366	0	0
71.0	45.505586	0	0
72.0	45.879589	0	0
73.0	46.248448	0	0
74.0	46.612232	0	0
75.0	46.971012	0	0
76.0	47.324857	0	0
77.0	47.673834	0	0
78.0	48.01801	0	0
79.0	48.357451	0	0
80.0	48.692223	0	0
81.0	49.02239	0	0
82.0	49.348014	0	0
83.0	49.66916	0	0
84.0	49.985887	0	0
85.0	50.298257	0	0
86.0	50.606331	0	0
87.0	50.910166	0	0
88.0	51.209822	0	0
89.0	51.505355	0	0
90.0	51.796823	0	0
91.0	52.084281	0	0
92.0	52.367785	0	0
93.0	52.647389	0	0
94.0	52.923146	0	0
95.0	53.19511	0	0
96.0	53.463333	0	0
97.0	53.727866	0	0
98.0	53.98876	0	0
99.0	54.246065	0	0
100.0	54.49983	0	0

