## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT SRR3740338.sorted.bam --OUTPUT SRR3740338_mark_dup.bam --METRICS_FILE SRR3740338_mark_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jun 14 10:34:00 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	94604	4166583	0	699580	9495	22016	0	0.006351	392878033

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	4122594	4122594
2.0	1.989451	21930	21930
3.0	2.968464	43	43
4.0	3.937148	0	0
5.0	4.895615	0	0
6.0	5.84397	0	0
7.0	6.78232	0	0
8.0	7.710772	0	0
9.0	8.629429	0	0
10.0	9.538395	0	0
11.0	10.437772	0	0
12.0	11.327661	0	0
13.0	12.208163	0	0
14.0	13.079376	0	0
15.0	13.941399	0	0
16.0	14.794327	0	0
17.0	15.638258	0	0
18.0	16.473287	0	0
19.0	17.299506	0	0
20.0	18.117009	0	0
21.0	18.925888	0	0
22.0	19.726234	0	0
23.0	20.518138	0	0
24.0	21.301687	0	0
25.0	22.07697	0	0
26.0	22.844075	0	0
27.0	23.603087	0	0
28.0	24.354092	0	0
29.0	25.097175	0	0
30.0	25.832418	0	0
31.0	26.559906	0	0
32.0	27.279719	0	0
33.0	27.991938	0	0
34.0	28.696645	0	0
35.0	29.393917	0	0
36.0	30.083833	0	0
37.0	30.766471	0	0
38.0	31.441908	0	0
39.0	32.11022	0	0
40.0	32.771481	0	0
41.0	33.425767	0	0
42.0	34.07315	0	0
43.0	34.713704	0	0
44.0	35.347501	0	0
45.0	35.974611	0	0
46.0	36.595106	0	0
47.0	37.209055	0	0
48.0	37.816528	0	0
49.0	38.417592	0	0
50.0	39.012315	0	0
51.0	39.600765	0	0
52.0	40.183007	0	0
53.0	40.759106	0	0
54.0	41.329128	0	0
55.0	41.893137	0	0
56.0	42.451196	0	0
57.0	43.003368	0	0
58.0	43.549715	0	0
59.0	44.090298	0	0
60.0	44.625179	0	0
61.0	45.154417	0	0
62.0	45.678072	0	0
63.0	46.196203	0	0
64.0	46.708868	0	0
65.0	47.216124	0	0
66.0	47.71803	0	0
67.0	48.214641	0	0
68.0	48.706012	0	0
69.0	49.192201	0	0
70.0	49.67326	0	0
71.0	50.149245	0	0
72.0	50.620208	0	0
73.0	51.086203	0	0
74.0	51.547282	0	0
75.0	52.003497	0	0
76.0	52.454899	0	0
77.0	52.90154	0	0
78.0	53.343468	0	0
79.0	53.780735	0	0
80.0	54.213389	0	0
81.0	54.641478	0	0
82.0	55.065052	0	0
83.0	55.484157	0	0
84.0	55.898841	0	0
85.0	56.309151	0	0
86.0	56.715132	0	0
87.0	57.11683	0	0
88.0	57.51429	0	0
89.0	57.907558	0	0
90.0	58.296677	0	0
91.0	58.681691	0	0
92.0	59.062643	0	0
93.0	59.439577	0	0
94.0	59.812534	0	0
95.0	60.181557	0	0
96.0	60.546687	0	0
97.0	60.907965	0	0
98.0	61.265432	0	0
99.0	61.619128	0	0
100.0	61.969092	0	0

