## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/seqs/trimmed/SRR3740285.sorted.bam --OUTPUT data/seqs/trimmed/SRR3740285_marked_duplicates.bam --METRICS_FILE data/seqs/trimmed/SRR3740285_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jun 03 18:33:46 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	113076	4275466	0	787986	14610	28367	0	0.008235	320771759

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	4218818	4218818
2.0	1.98676	28195	28195
3.0	2.960455	86	86
4.0	3.921257	0	0
5.0	4.869339	0	0
6.0	5.804868	0	0
7.0	6.72801	0	0
8.0	7.638929	0	0
9.0	8.537788	0	0
10.0	9.424745	0	0
11.0	10.299959	0	0
12.0	11.163585	0	0
13.0	12.015777	0	0
14.0	12.856685	0	0
15.0	13.686459	0	0
16.0	14.505247	0	0
17.0	15.313194	0	0
18.0	16.110443	0	0
19.0	16.897137	0	0
20.0	17.673414	0	0
21.0	18.439414	0	0
22.0	19.195271	0	0
23.0	19.941121	0	0
24.0	20.677096	0	0
25.0	21.403326	0	0
26.0	22.11994	0	0
27.0	22.827067	0	0
28.0	23.524831	0	0
29.0	24.213356	0	0
30.0	24.892765	0	0
31.0	25.563179	0	0
32.0	26.224716	0	0
33.0	26.877494	0	0
34.0	27.521629	0	0
35.0	28.157236	0	0
36.0	28.784427	0	0
37.0	29.403314	0	0
38.0	30.014006	0	0
39.0	30.616613	0	0
40.0	31.211242	0	0
41.0	31.797997	0	0
42.0	32.376983	0	0
43.0	32.948304	0	0
44.0	33.51206	0	0
45.0	34.068352	0	0
46.0	34.617279	0	0
47.0	35.158937	0	0
48.0	35.693424	0	0
49.0	36.220834	0	0
50.0	36.741261	0	0
51.0	37.254797	0	0
52.0	37.761534	0	0
53.0	38.261562	0	0
54.0	38.754969	0	0
55.0	39.241844	0	0
56.0	39.722272	0	0
57.0	40.196339	0	0
58.0	40.664129	0	0
59.0	41.125726	0	0
60.0	41.581211	0	0
61.0	42.030665	0	0
62.0	42.474169	0	0
63.0	42.9118	0	0
64.0	43.343637	0	0
65.0	43.769756	0	0
66.0	44.190234	0	0
67.0	44.605144	0	0
68.0	45.01456	0	0
69.0	45.418556	0	0
70.0	45.817203	0	0
71.0	46.210572	0	0
72.0	46.598732	0	0
73.0	46.981753	0	0
74.0	47.359703	0	0
75.0	47.732649	0	0
76.0	48.100656	0	0
77.0	48.463791	0	0
78.0	48.822119	0	0
79.0	49.175701	0	0
80.0	49.524603	0	0
81.0	49.868885	0	0
82.0	50.208608	0	0
83.0	50.543833	0	0
84.0	50.87462	0	0
85.0	51.201027	0	0
86.0	51.523113	0	0
87.0	51.840934	0	0
88.0	52.154547	0	0
89.0	52.464007	0	0
90.0	52.769371	0	0
91.0	53.070691	0	0
92.0	53.368022	0	0
93.0	53.661416	0	0
94.0	53.950925	0	0
95.0	54.236601	0	0
96.0	54.518495	0	0
97.0	54.796656	0	0
98.0	55.071135	0	0
99.0	55.341979	0	0
100.0	55.609237	0	0

