## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/seqs/trimmed/SRR3740281.sorted.bam --OUTPUT data/seqs/trimmed/SRR3740281_marked_duplicates.bam --METRICS_FILE data/seqs/trimmed/SRR3740281_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jun 03 18:21:19 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	150848	4915007	0	903688	18385	36896	0	0.009235	325729698

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	4841286	4841286
2.0	1.985024	36754	36754
3.0	2.955296	71	71
4.0	3.911038	0	0
5.0	4.852467	0	0
6.0	5.779796	0	0
7.0	6.693238	0	0
8.0	7.593001	0	0
9.0	8.479288	0	0
10.0	9.352303	0	0
11.0	10.212243	0	0
12.0	11.059305	0	0
13.0	11.893682	0	0
14.0	12.715563	0	0
15.0	13.525135	0	0
16.0	14.322583	0	0
17.0	15.108089	0	0
18.0	15.881831	0	0
19.0	16.643986	0	0
20.0	17.394726	0	0
21.0	18.134224	0	0
22.0	18.862646	0	0
23.0	19.58016	0	0
24.0	20.286929	0	0
25.0	20.983113	0	0
26.0	21.668871	0	0
27.0	22.344359	0	0
28.0	23.009731	0	0
29.0	23.665139	0	0
30.0	24.310731	0	0
31.0	24.946654	0	0
32.0	25.573055	0	0
33.0	26.190074	0	0
34.0	26.797853	0	0
35.0	27.39653	0	0
36.0	27.986241	0	0
37.0	28.56712	0	0
38.0	29.1393	0	0
39.0	29.702912	0	0
40.0	30.258082	0	0
41.0	30.804939	0	0
42.0	31.343606	0	0
43.0	31.874206	0	0
44.0	32.396859	0	0
45.0	32.911685	0	0
46.0	33.418802	0	0
47.0	33.918324	0	0
48.0	34.410364	0	0
49.0	34.895037	0	0
50.0	35.37245	0	0
51.0	35.842714	0	0
52.0	36.305936	0	0
53.0	36.76222	0	0
54.0	37.211671	0	0
55.0	37.654391	0	0
56.0	38.090481	0	0
57.0	38.52004	0	0
58.0	38.943166	0	0
59.0	39.359955	0	0
60.0	39.770502	0	0
61.0	40.174901	0	0
62.0	40.573244	0	0
63.0	40.965621	0	0
64.0	41.352122	0	0
65.0	41.732835	0	0
66.0	42.107846	0	0
67.0	42.477241	0	0
68.0	42.841104	0	0
69.0	43.199518	0	0
70.0	43.552564	0	0
71.0	43.900323	0	0
72.0	44.242874	0	0
73.0	44.580295	0	0
74.0	44.912663	0	0
75.0	45.240054	0	0
76.0	45.562541	0	0
77.0	45.880199	0	0
78.0	46.193099	0	0
79.0	46.501314	0	0
80.0	46.804912	0	0
81.0	47.103965	0	0
82.0	47.398538	0	0
83.0	47.6887	0	0
84.0	47.974516	0	0
85.0	48.256053	0	0
86.0	48.533372	0	0
87.0	48.806539	0	0
88.0	49.075615	0	0
89.0	49.340661	0	0
90.0	49.601738	0	0
91.0	49.858905	0	0
92.0	50.112221	0	0
93.0	50.361743	0	0
94.0	50.607528	0	0
95.0	50.849632	0	0
96.0	51.088111	0	0
97.0	51.323018	0	0
98.0	51.554407	0	0
99.0	51.782331	0	0
100.0	52.006841	0	0

