## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/seqs/trimmed/SRR3740264.sorted.bam --OUTPUT data/seqs/trimmed/SRR3740264_marked_duplicates.bam --METRICS_FILE data/seqs/trimmed/SRR3740264_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jun 03 17:20:04 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	132611	4797647	0	938595	15856	35418	0	0.008912	323338341

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	4726903	4726903
2.0	1.985272	35234	35234
3.0	2.956032	92	92
4.0	3.912495	0	0
5.0	4.85487	0	0
6.0	5.783366	0	0
7.0	6.698187	0	0
8.0	7.599534	0	0
9.0	8.487606	0	0
10.0	9.362597	0	0
11.0	10.224702	0	0
12.0	11.074109	0	0
13.0	11.911006	0	0
14.0	12.735577	0	0
15.0	13.548004	0	0
16.0	14.348465	0	0
17.0	15.137136	0	0
18.0	15.914191	0	0
19.0	16.679802	0	0
20.0	17.434137	0	0
21.0	18.177361	0	0
22.0	18.909639	0	0
23.0	19.631132	0	0
24.0	20.341999	0	0
25.0	21.042395	0	0
26.0	21.732476	0	0
27.0	22.412394	0	0
28.0	23.082297	0	0
29.0	23.742333	0	0
30.0	24.392649	0	0
31.0	25.033386	0	0
32.0	25.664687	0	0
33.0	26.286689	0	0
34.0	26.89953	0	0
35.0	27.503346	0	0
36.0	28.098268	0	0
37.0	28.684428	0	0
38.0	29.261954	0	0
39.0	29.830975	0	0
40.0	30.391615	0	0
41.0	30.943998	0	0
42.0	31.488245	0	0
43.0	32.024476	0	0
44.0	32.552809	0	0
45.0	33.073361	0	0
46.0	33.586246	0	0
47.0	34.091578	0	0
48.0	34.589466	0	0
49.0	35.080022	0	0
50.0	35.563352	0	0
51.0	36.039564	0	0
52.0	36.508762	0	0
53.0	36.971049	0	0
54.0	37.426528	0	0
55.0	37.875298	0	0
56.0	38.317459	0	0
57.0	38.753107	0	0
58.0	39.182339	0	0
59.0	39.605249	0	0
60.0	40.021931	0	0
61.0	40.432475	0	0
62.0	40.836973	0	0
63.0	41.235513	0	0
64.0	41.628183	0	0
65.0	42.01507	0	0
66.0	42.396259	0	0
67.0	42.771834	0	0
68.0	43.141877	0	0
69.0	43.50647	0	0
70.0	43.865693	0	0
71.0	44.219625	0	0
72.0	44.568344	0	0
73.0	44.911928	0	0
74.0	45.250451	0	0
75.0	45.583988	0	0
76.0	45.912612	0	0
77.0	46.236397	0	0
78.0	46.555413	0	0
79.0	46.86973	0	0
80.0	47.179418	0	0
81.0	47.484544	0	0
82.0	47.785177	0	0
83.0	48.081382	0	0
84.0	48.373224	0	0
85.0	48.660768	0	0
86.0	48.944077	0	0
87.0	49.223213	0	0
88.0	49.498238	0	0
89.0	49.769213	0	0
90.0	50.036196	0	0
91.0	50.299247	0	0
92.0	50.558424	0	0
93.0	50.813783	0	0
94.0	51.065382	0	0
95.0	51.313275	0	0
96.0	51.557517	0	0
97.0	51.798162	0	0
98.0	52.035262	0	0
99.0	52.26887	0	0
100.0	52.499038	0	0

