## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/seqs/trimmed/SRR3740253.sorted.bam --OUTPUT data/seqs/trimmed/SRR3740253_marked_duplicates.bam --METRICS_FILE data/seqs/trimmed/SRR3740253_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Jun 03 16:33:12 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	144003	6155888	0	1019419	25502	35570	0	0.007759	530627487

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	6084927	6084927
2.0	1.988466	35217	35217
3.0	2.965531	169	169
4.0	3.931326	5	5
5.0	4.885982	0	0
6.0	5.829626	0	0
7.0	6.762387	0	0
8.0	7.684388	0	0
9.0	8.595756	0	0
10.0	9.496611	0	0
11.0	10.387076	0	0
12.0	11.267271	0	0
13.0	12.137313	0	0
14.0	12.997319	0	0
15.0	13.847407	0	0
16.0	14.687689	0	0
17.0	15.51828	0	0
18.0	16.33929	0	0
19.0	17.150831	0	0
20.0	17.953011	0	0
21.0	18.745939	0	0
22.0	19.529721	0	0
23.0	20.304463	0	0
24.0	21.070269	0	0
25.0	21.827243	0	0
26.0	22.575485	0	0
27.0	23.315096	0	0
28.0	24.046177	0	0
29.0	24.768826	0	0
30.0	25.48314	0	0
31.0	26.189214	0	0
32.0	26.887145	0	0
33.0	27.577025	0	0
34.0	28.258949	0	0
35.0	28.933007	0	0
36.0	29.59929	0	0
37.0	30.257889	0	0
38.0	30.908891	0	0
39.0	31.552384	0	0
40.0	32.188455	0	0
41.0	32.81719	0	0
42.0	33.438673	0	0
43.0	34.052987	0	0
44.0	34.660216	0	0
45.0	35.260441	0	0
46.0	35.853743	0	0
47.0	36.440202	0	0
48.0	37.019897	0	0
49.0	37.592905	0	0
50.0	38.159304	0	0
51.0	38.71917	0	0
52.0	39.272579	0	0
53.0	39.819605	0	0
54.0	40.360321	0	0
55.0	40.8948	0	0
56.0	41.423115	0	0
57.0	41.945336	0	0
58.0	42.461534	0	0
59.0	42.971778	0	0
60.0	43.476136	0	0
61.0	43.974677	0	0
62.0	44.467469	0	0
63.0	44.954576	0	0
64.0	45.436064	0	0
65.0	45.912	0	0
66.0	46.382445	0	0
67.0	46.847465	0	0
68.0	47.307121	0	0
69.0	47.761475	0	0
70.0	48.210589	0	0
71.0	48.654523	0	0
72.0	49.093336	0	0
73.0	49.527088	0	0
74.0	49.955837	0	0
75.0	50.37964	0	0
76.0	50.798556	0	0
77.0	51.212639	0	0
78.0	51.621947	0	0
79.0	52.026533	0	0
80.0	52.426454	0	0
81.0	52.821761	0	0
82.0	53.212509	0	0
83.0	53.598749	0	0
84.0	53.980535	0	0
85.0	54.357918	0	0
86.0	54.730947	0	0
87.0	55.099674	0	0
88.0	55.464148	0	0
89.0	55.824419	0	0
90.0	56.180533	0	0
91.0	56.532541	0	0
92.0	56.880488	0	0
93.0	57.224422	0	0
94.0	57.564389	0	0
95.0	57.900435	0	0
96.0	58.232604	0	0
97.0	58.560943	0	0
98.0	58.885494	0	0
99.0	59.206302	0	0
100.0	59.52341	0	0

