## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT SRR3740336.sorted.bam --OUTPUT SRR3740336_mark_dup.bam --METRICS_FILE SRR3740336_mark_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jun 14 10:27:52 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	133622	4861990	0	922046	15713	31664	0	0.008018	371655533

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	4798729	4798729
2.0	1.987003	31530	31530
3.0	2.961179	67	67
4.0	3.922693	0	0
5.0	4.87171	0	0
6.0	5.808394	0	0
7.0	6.732903	0	0
8.0	7.645397	0	0
9.0	8.546032	0	0
10.0	9.434961	0	0
11.0	10.312337	0	0
12.0	11.17831	0	0
13.0	12.033027	0	0
14.0	12.876637	0	0
15.0	13.709282	0	0
16.0	14.531105	0	0
17.0	15.342248	0	0
18.0	16.142848	0	0
19.0	16.933043	0	0
20.0	17.712968	0	0
21.0	18.482756	0	0
22.0	19.24254	0	0
23.0	19.992449	0	0
24.0	20.732611	0	0
25.0	21.463154	0	0
26.0	22.184202	0	0
27.0	22.895879	0	0
28.0	23.598306	0	0
29.0	24.291604	0	0
30.0	24.975891	0	0
31.0	25.651285	0	0
32.0	26.317901	0	0
33.0	26.975853	0	0
34.0	27.625254	0	0
35.0	28.266214	0	0
36.0	28.898844	0	0
37.0	29.523252	0	0
38.0	30.139545	0	0
39.0	30.747828	0	0
40.0	31.348205	0	0
41.0	31.940779	0	0
42.0	32.525652	0	0
43.0	33.102923	0	0
44.0	33.672692	0	0
45.0	34.235055	0	0
46.0	34.79011	0	0
47.0	35.33795	0	0
48.0	35.878671	0	0
49.0	36.412363	0	0
50.0	36.93912	0	0
51.0	37.45903	0	0
52.0	37.972183	0	0
53.0	38.478667	0	0
54.0	38.978568	0	0
55.0	39.471972	0	0
56.0	39.958964	0	0
57.0	40.439626	0	0
58.0	40.914041	0	0
59.0	41.38229	0	0
60.0	41.844453	0	0
61.0	42.30061	0	0
62.0	42.750838	0	0
63.0	43.195215	0	0
64.0	43.633816	0	0
65.0	44.066717	0	0
66.0	44.493991	0	0
67.0	44.915712	0	0
68.0	45.331953	0	0
69.0	45.742783	0	0
70.0	46.148274	0	0
71.0	46.548495	0	0
72.0	46.943515	0	0
73.0	47.3334	0	0
74.0	47.718218	0	0
75.0	48.098035	0	0
76.0	48.472915	0	0
77.0	48.842923	0	0
78.0	49.208122	0	0
79.0	49.568575	0	0
80.0	49.924343	0	0
81.0	50.275487	0	0
82.0	50.622068	0	0
83.0	50.964144	0	0
84.0	51.301774	0	0
85.0	51.635016	0	0
86.0	51.963927	0	0
87.0	52.288563	0	0
88.0	52.60898	0	0
89.0	52.925232	0	0
90.0	53.237375	0	0
91.0	53.54546	0	0
92.0	53.849542	0	0
93.0	54.149671	0	0
94.0	54.445899	0	0
95.0	54.738278	0	0
96.0	55.026856	0	0
97.0	55.311684	0	0
98.0	55.59281	0	0
99.0	55.870283	0	0
100.0	56.144149	0	0

