## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT SRR3740346.sorted.bam --OUTPUT SRR3740346_mark_dup.bam --METRICS_FILE SRR3740346_mark_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Mon Jun 14 10:46:03 BST 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	173798	7240005	0	1129336	27154	33866	0	0.006475	771482971

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	7172367	7172367
2.0	1.990659	33678	33678
3.0	2.972065	94	94
4.0	3.944304	0	0
5.0	4.907462	0	0
6.0	5.861623	0	0
7.0	6.806872	0	0
8.0	7.743292	0	0
9.0	8.670964	0	0
10.0	9.589972	0	0
11.0	10.500396	0	0
12.0	11.402315	0	0
13.0	12.29581	0	0
14.0	13.18096	0	0
15.0	14.057841	0	0
16.0	14.926532	0	0
17.0	15.787109	0	0
18.0	16.639647	0	0
19.0	17.484222	0	0
20.0	18.320909	0	0
21.0	19.14978	0	0
22.0	19.970909	0	0
23.0	20.784368	0	0
24.0	21.590229	0	0
25.0	22.388562	0	0
26.0	23.179439	0	0
27.0	23.962928	0	0
28.0	24.739099	0	0
29.0	25.508021	0	0
30.0	26.26976	0	0
31.0	27.024383	0	0
32.0	27.771959	0	0
33.0	28.512551	0	0
34.0	29.246226	0	0
35.0	29.973047	0	0
36.0	30.69308	0	0
37.0	31.406387	0	0
38.0	32.113032	0	0
39.0	32.813076	0	0
40.0	33.506581	0	0
41.0	34.193608	0	0
42.0	34.874218	0	0
43.0	35.548471	0	0
44.0	36.216426	0	0
45.0	36.878142	0	0
46.0	37.533676	0	0
47.0	38.183088	0	0
48.0	38.826434	0	0
49.0	39.46377	0	0
50.0	40.095154	0	0
51.0	40.72064	0	0
52.0	41.340283	0	0
53.0	41.954139	0	0
54.0	42.562261	0	0
55.0	43.164702	0	0
56.0	43.761517	0	0
57.0	44.352756	0	0
58.0	44.938474	0	0
59.0	45.51872	0	0
60.0	46.093546	0	0
61.0	46.663003	0	0
62.0	47.227141	0	0
63.0	47.78601	0	0
64.0	48.339658	0	0
65.0	48.888135	0	0
66.0	49.431489	0	0
67.0	49.969768	0	0
68.0	50.503019	0	0
69.0	51.031288	0	0
70.0	51.554624	0	0
71.0	52.073071	0	0
72.0	52.586676	0	0
73.0	53.095483	0	0
74.0	53.599537	0	0
75.0	54.098884	0	0
76.0	54.593566	0	0
77.0	55.083628	0	0
78.0	55.569112	0	0
79.0	56.050061	0	0
80.0	56.526518	0	0
81.0	56.998525	0	0
82.0	57.466122	0	0
83.0	57.929352	0	0
84.0	58.388256	0	0
85.0	58.842872	0	0
86.0	59.293243	0	0
87.0	59.739406	0	0
88.0	60.181402	0	0
89.0	60.61927	0	0
90.0	61.053048	0	0
91.0	61.482774	0	0
92.0	61.908486	0	0
93.0	62.330221	0	0
94.0	62.748018	0	0
95.0	63.161911	0	0
96.0	63.571939	0	0
97.0	63.978137	0	0
98.0	64.380541	0	0
99.0	64.779186	0	0
100.0	65.174107	0	0

